state,latitude,longitude,quarter,temperature_2m_meanmean,temperature_2m_meansum,relative_humidity_2m_meanmean,relative_humidity_2m_meansum,wind_speed_10m_maxmax,temperature_2m_maxmax,relative_humidity_2m_maxmax,temperature_2m_minmin,relative_humidity_2m_minmin,precipitation_hours_sum,moderate_drizzle_sum,moderate_rain_sum,light_rain_sum,heavy_rain_sum,overcast_sum,partly_cloudy_sum,clear_sky_sum,light_drizzle_sum,mainly_clear_sum,heavy_drizzle_sum,light_snow_sum,heavy_snow_sum,moderate_snow_sum,year,D0_mean,D1_mean,D2_mean,D3_mean,D4_mean,D0_max,D1_max,D2_max,D3_max,D4_max,state_code,num_colonies,varroa_mites,other_pests_and_parasites,diseases,pesticides,other_or_unknown
Massachusetts,42.407211,-71.382439,2,14.45649485934066,1315.5410322,67.50733508791208,6143.167493,31.037344,31.3385,100.0,-4.5115,20.464418,236.0,7,5,6,0,51,1,2,12,1,3,1,1,1,2015,68.42615384615384,37.285384615384615,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,MA,4100.0,66.8,61.7,0.2,61.8,4.4
North Dakota,47.528912,-99.784012,2,12.131408495604395,1103.9581731,64.19643951648351,5841.875996,44.456722,28.869001,100.0,-6.131,17.83274,342.0,9,3,11,0,27,8,1,13,6,5,2,2,4,2015,46.07923076923077,9.611538461538462,0.1792307692307692,0.0,0.0,94.82,27.42,2.33,0.0,0.0,ND,121000.0,15.5,3.0,0.1,4.3,4.6
Wyoming,42.755966,-107.30249,2,7.980189681868131,726.19726105,61.88428985714285,5631.470377,41.64968,29.6885,100.0,-12.9615,6.62291,389.0,9,2,9,0,26,3,0,20,4,1,3,5,9,2015,31.02846153846154,7.399230769230769,0.5130769230769231,0.0,0.0,36.91,14.39,1.19,0.0,0.0,WY,12000.0,19.1,17.9,0.8,3.6,8.3
Virginia,37.769337,-78.169968,2,19.80304269230769,1802.076885,69.28817575824176,6305.223994,28.03612,36.1035,100.0,3.2035,22.841696,271.0,13,7,12,1,40,2,0,9,2,5,0,0,0,2015,12.272307692307692,0.566923076923077,0.0,0.0,0.0,35.78,3.7,0.0,0.0,0.0,VA,7500.0,26.2,13.0,1.8,0.2,4.5
Kansas,38.5266,-96.726486,2,19.184479049450548,1745.7875935,66.60108852747253,6060.699056,38.6208,35.2905,99.6912,0.3905,15.640772,364.0,3,14,15,1,26,5,4,14,4,5,0,0,0,2015,54.79692307692308,34.47615384615385,11.995384615384616,1.4646153846153849,0.0,93.48,68.7,27.67,4.92,0.0,KS,6000.0,14.4,2.4,0.9,0.1,4.9
Minnesota,46.39241,-94.63623,2,12.689303527802196,1154.72662103,64.82125118681319,5898.733858,40.276585,30.4195,99.68278,-5.5805,18.5663,322.0,10,8,7,1,41,2,2,7,2,3,3,0,5,2015,67.73615384615384,49.36461538461538,8.202307692307691,0.0,0.0,99.99,94.28,39.85,0.0,0.0,MN,71000.0,25.4,6.2,1.4,16.5,10.1
New Jersey,40.298904,-74.521011,2,17.03552415054945,1550.2326977,68.37593896703297,6222.210446,29.460672,33.426003,99.37752,-1.374,26.060843,269.0,8,11,7,1,43,5,1,9,1,4,1,0,0,2015,32.816923076923075,4.472307692307693,0.0,0.0,0.0,83.06,29.11,0.0,0.0,0.0,NJ,8500.0,52.5,3.6,0.3,26.1,2.4
New Mexico,34.840515,-106.248482,2,15.60279354065934,1419.8542122,39.11458448351649,3559.427188,31.624725,34.2125,99.67239,-2.5874999,4.065975,147.0,5,2,9,0,35,14,3,13,5,4,0,0,1,2015,64.81923076923077,43.81769230769231,12.794615384615383,0.0,0.0,80.65,62.11,18.76,0.0,0.0,NM,6500.0,38.8,0.0,15.5,5.9,2.7
South Dakota,44.299782,-99.438828,2,14.740048261538462,1341.3443918,61.54013865934066,5600.152618,40.475594,33.374,99.65678,-3.776,12.741147,265.0,9,10,7,0,32,5,2,14,7,3,2,0,0,2015,59.32769230769231,31.671538461538464,3.599230769230769,0.0,0.0,99.47,78.02,26.23,0.0,0.0,SD,100000.0,9.8,11.1,1.8,2.0,1.5
Oklahoma,35.565342,-96.928917,2,21.07536935164835,1917.858611,70.55118782417583,6420.158092,29.882166,35.109,100.0,5.059,25.513803,379.0,6,16,8,3,25,8,2,16,4,3,0,0,0,2015,40.83307692307692,31.13923076923077,21.844615384615388,12.506153846153843,2.9884615384615385,83.24,68.27,52.74,39.72,11.6,OK,25000.0,66.1,6.3,0.0,0.1,7.0
Maryland,39.045753,-76.641273,2,18.45139813736264,1679.0772305,70.78667163736263,6441.587119,28.227304,33.5155,100.0,1.7655001,28.332712,297.0,10,12,8,1,35,3,0,15,2,5,0,0,0,2015,2.6753846153846155,0.0,0.0,0.0,0.0,13.14,0.0,0.0,0.0,0.0,MD,8000.0,4.9,1.3,0.2,2.5,1.6
Arkansas,34.969704,-92.373123,2,21.367680780219786,1944.458951,76.25570662637362,6939.269303,27.257967,34.9865,100.0,6.2865,34.977337,415.0,6,16,12,1,25,2,2,18,3,6,0,0,0,2015,2.21,0.0,0.0,0.0,0.0,5.52,0.0,0.0,0.0,0.0,AR,13500.0,65.9,63.4,7.0,22.6,27.4
Arizona,33.729759,-111.431221,2,20.9359204010989,1905.1687565,29.103699082417585,2648.4366165,23.667091,38.1,98.31276,2.6,4.0288615,116.0,5,1,5,0,37,8,9,8,16,2,0,0,0,2015,92.9576923076923,79.2376923076923,28.146153846153844,0.2984615384615384,0.0,92.96,80.21,29.49,0.97,0.0,AZ,33000.0,8.4,32.1,0.5,20.1,28.2
Iowa,42.011539,-93.210526,2,15.944057087912087,1450.909195,69.20335396703297,6297.505211,43.956867,31.233,100.0,-1.817,21.122284,365.0,6,17,13,3,31,2,2,11,3,2,0,0,1,2015,14.35153846153846,0.2638461538461538,0.0,0.0,0.0,48.91,1.8,0.0,0.0,0.0,IA,12500.0,21.5,5.1,2.9,7.8,2.7
Florida,27.766279,-81.686783,2,26.13349054945056,2378.14764,68.61905192307692,6244.333725,24.590923,35.463,98.18673,15.962999,22.567461,215.0,4,15,10,0,26,9,0,23,3,1,0,0,0,2015,22.801538461538463,8.99846153846154,1.6707692307692308,0.0,0.0,40.9,19.79,5.55,0.0,0.0,FL,210000.0,44.2,26.4,2.7,17.7,13.6
Connecticut,41.597782,-72.755371,2,14.892126345054946,1355.1834974,70.47710214285715,6413.416295,31.104082,30.206,100.0,-3.094,21.115162,250.0,10,5,9,0,43,4,1,12,4,2,1,0,0,2015,68.87923076923077,30.29846153846153,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CT,3000.0,10.2,0.4,1.9,0.8,1.0
Utah,39.32098,-111.093735,2,9.432714425714286,858.3770127399999,47.42579310989011,4315.747173,25.759504,30.672,99.31403,-7.678,5.99171,395.0,15,3,5,0,21,7,5,7,6,4,6,1,11,2015,97.67615384615384,87.69769230769231,39.47076923076923,6.606923076923077,0.0,100.0,99.19,53.22,9.99,0.0,UT,24000.0,27.2,10.8,1.5,12.3,5.6
Idaho,44.068202,-114.742043,2,5.375641033351648,489.183334035,61.29307372527472,5577.669709,19.9954,28.55,99.64761,-14.05,16.990063,355.0,8,4,4,0,17,8,4,14,3,2,7,1,19,2015,91.55846153846154,61.32384615384616,25.717692307692307,6.760769230769231,0.0,100.0,82.11,44.66,9.19,0.0,ID,62000.0,25.5,6.7,6.5,6.0,13.7
Virginia,37.769337,-78.169968,3,24.24797536956521,2230.813734,69.34067061956522,6379.341697,22.89611,34.5035,100.0,11.9535,26.472261,305.0,7,8,9,2,42,4,2,11,1,6,0,0,0,2015,22.16230769230769,0.0,0.0,0.0,0.0,80.28,0.0,0.0,0.0,0.0,VA,8000.0,29.0,14.2,1.3,3.7,8.9
Vermont,44.045876,-72.710686,3,17.026450282608696,1566.433426,76.29815991304348,7019.430712,21.479666,28.056501,100.0,3.1564999,31.304977,315.0,9,11,6,2,26,3,7,24,4,0,0,0,0,2015,25.212307692307693,0.0,0.0,0.0,0.0,66.2,0.0,0.0,0.0,0.0,VT,6000.0,22.7,0.5,0.0,0.0,0.4
Arizona,33.729759,-111.431221,3,27.32348291304348,2513.760428,38.74501957608695,3564.541801,18.228943,39.1,95.96681,14.700001,8.639334,103.0,10,2,3,0,29,13,4,17,12,2,0,0,0,2015,92.6953846153846,71.7776923076923,9.41,0.0,0.0,92.96,76.15,24.56,0.0,0.0,AZ,40000.0,53.5,24.8,5.4,17.3,7.6
Pennsylvania,40.590752,-77.209755,3,22.30060529347826,2051.655687,63.81997066304348,5871.437301,19.48661,34.0485,100.0,10.8485,23.42149,179.0,10,4,4,2,40,8,3,13,4,4,0,0,0,2015,16.783076923076923,0.0,0.0,0.0,0.0,38.48,0.0,0.0,0.0,0.0,PA,25000.0,45.1,11.3,3.7,5.1,7.2
West Virginia,38.491226,-80.954456,3,21.61459860869565,1988.543072,79.1157185,7278.646102,23.113008,31.216501,100.0,9.3165,35.572403,452.0,9,12,13,0,30,6,2,14,2,4,0,0,0,2015,20.82230769230769,0.0,0.0,0.0,0.0,90.61,0.0,0.0,0.0,0.0,WV,7000.0,21.7,5.3,1.0,1.5,3.0
Florida,27.766279,-81.686783,3,26.93553243478261,2478.068984,81.18724140217391,7469.226209,18.35647,34.463,99.700294,22.313,38.284203,475.0,9,34,26,2,8,1,0,7,1,4,0,0,0,2015,36.08,17.15153846153846,6.111538461538462,1.476153846153846,0.0,45.21,22.98,9.82,4.08,0.0,FL,164000.0,39.5,21.7,6.7,22.9,21.9
Missouri,38.456085,-92.288368,3,24.049945673913044,2212.595002,71.87775170652174,6612.753157,19.813087,35.2915,100.0,10.7415,30.144415,227.0,3,15,6,1,32,14,3,16,2,0,0,0,0,2015,3.973076923076923,0.0,0.0,0.0,0.0,30.91,0.0,0.0,0.0,0.0,MO,14000.0,11.1,11.7,3.0,2.0,2.1
Colorado,39.059811,-105.311104,3,15.84104566304348,1457.376201,55.70830408695652,5125.163976,22.26768,26.941,100.0,2.941,9.977591,209.0,14,8,9,0,13,11,2,22,5,8,0,0,0,2015,9.085384615384616,0.0,0.0,0.0,0.0,28.51,0.0,0.0,0.0,0.0,CO,29000.0,50.5,1.5,2.7,16.5,3.7
Michigan,44.182205,-84.506836,3,19.25745251086957,1771.685631,72.85619260869565,6702.76972,26.141552,31.113,100.0,7.663,30.072945,247.0,4,11,11,1,39,8,4,8,3,3,0,0,0,2015,16.98923076923077,0.0,0.0,0.0,0.0,23.57,0.0,0.0,0.0,0.0,MI,89000.0,44.6,16.3,7.3,13.7,8.8
Tennessee,35.747845,-86.692345,3,23.814628554347827,2190.945827,74.58288007608695,6861.624967,17.76081,33.8875,100.0,10.737499,28.972874,301.0,7,17,6,1,28,7,5,10,6,5,0,0,0,2015,7.982307692307692,0.06,0.0,0.0,0.0,22.78,0.39,0.0,0.0,0.0,TN,10000.0,50.8,38.4,0.5,4.8,2.2
Kentucky,37.66814,-84.670067,3,22.923706,2108.980952,74.12626252173912,6819.616152,20.523157,33.1305,100.0,9.9305,32.980667,378.0,7,14,10,0,23,5,4,16,7,6,0,0,0,2015,18.76384615384616,1.4107692307692308,0.0,0.0,0.0,62.26,9.17,0.0,0.0,0.0,KY,10000.0,40.4,11.3,1.2,6.5,9.0
South Dakota,44.299782,-99.438828,3,22.220512483695654,2044.2871485,62.27422545652174,5729.228742,50.05942,36.573997,98.763115,7.774,18.914549,152.0,3,8,8,3,30,6,8,13,11,2,0,0,0,2015,3.980769230769231,0.0,0.0,0.0,0.0,10.63,0.0,0.0,0.0,0.0,SD,295000.0,22.0,7.3,2.0,7.1,5.7
Montana,46.921925,-110.454353,3,14.688698110869565,1351.3602262,56.54016342391304,5201.695035,27.459293,30.036999,100.0,-0.61300004,15.774077,326.0,13,3,11,0,18,3,3,26,9,4,1,0,1,2015,68.40230769230769,38.31461538461539,26.44,15.99,0.0,72.03,42.31,28.91,18.84,0.0,MT,140000.0,52.5,16.4,10.7,2.3,6.4
North Dakota,47.528912,-99.784012,3,20.15169947826087,1853.956352,65.62692861956522,6037.677433,59.53185,35.069,99.99999,4.9690003,27.384039,146.0,7,6,7,1,31,12,2,16,10,0,0,0,0,2015,10.682307692307692,0.0,0.0,0.0,0.0,20.43,0.0,0.0,0.0,0.0,ND,460000.0,33.8,15.5,8.1,12.3,4.1
Indiana,39.849426,-86.258278,3,21.99521173913044,2023.55948,70.88733832608696,6521.635126,26.121714,31.984999,99.39564,9.585,30.386528,228.0,9,5,12,0,35,8,3,12,4,4,0,0,0,2015,7.426153846153846,0.2123076923076922,0.0,0.0,0.0,30.48,1.38,0.0,0.0,0.0,IN,15000.0,13.7,10.3,4.8,8.2,6.2
South Carolina,33.856892,-80.945007,3,26.80370208695652,2465.940592,68.30322064130435,6283.896299,25.922499,37.578,99.69418,12.628,24.76624,277.0,10,11,12,0,29,5,1,20,3,1,0,0,0,2015,84.62615384615385,55.29923076923077,17.820769230769233,0.0,0.0,93.15,65.93,33.49,0.0,0.0,SC,12000.0,58.4,31.0,18.3,14.7,3.9
Georgia,33.040619,-83.643074,3,25.78972010869565,2372.65425,71.9109988478261,6615.811894,19.228851,35.344,100.0,13.344,25.525429,351.0,12,20,11,0,18,3,1,21,3,3,0,0,0,2015,50.30461538461539,24.307692307692307,2.023846153846154,0.0,0.0,68.76,34.34,3.25,0.0,0.0,GA,108000.0,47.6,16.2,3.6,21.2,8.9
Iowa,42.011539,-93.210526,3,21.383791923913044,1967.308857,73.85050774999999,6794.246713,34.17157,32.183,99.69198,7.533,36.44082,207.0,3,13,5,3,36,4,7,13,8,0,0,0,0,2015,6.058461538461539,0.0353846153846153,0.0,0.0,0.0,13.61,0.23,0.0,0.0,0.0,IA,29000.0,17.4,5.8,0.1,4.7,5.6
Washington,47.400902,-121.490494,3,15.641525082608696,1439.0203076,71.05150407608696,6536.738375,23.210928,30.5235,100.0,2.4235,21.615086,328.0,14,4,4,0,33,12,9,9,5,2,0,0,0,2015,100.0,100.0,98.71384615384616,44.71,0.0,100.0,100.0,100.0,84.64,0.0,WA,84000.0,45.6,3.7,2.3,1.4,3.8
Connecticut,41.597782,-72.755371,3,22.43358119565217,2063.88947,70.66009060869565,6500.728336,22.66857,35.056,100.0,8.5060005,25.59801,236.0,5,6,7,2,42,5,2,16,4,3,0,0,0,2015,86.09076923076924,32.98461538461539,0.0,0.0,0.0,100.0,88.01,0.0,0.0,0.0,CT,3700.0,39.3,1.2,0.4,1.5,7.8
New Mexico,34.840515,-106.248482,3,21.4398328152174,1972.464619,48.09830241304348,4425.043822,25.764534,31.712502,99.03247,10.912499,9.209463,164.0,7,4,10,1,26,10,2,19,9,4,0,0,0,2015,50.10076923076924,15.760769230769233,0.716923076923077,0.0,0.0,51.62,21.51,4.12,0.0,0.0,NM,6500.0,61.2,55.0,55.0,58.0,55.5
Minnesota,46.39241,-94.63623,3,20.06322831521739,1845.817005,70.21476960869565,6459.758804,37.114933,32.169502,99.6945,7.2695,35.60313,184.0,5,14,5,1,36,9,3,12,7,0,0,0,0,2015,7.608461538461539,0.4984615384615385,0.0,0.0,0.0,20.11,3.24,0.0,0.0,0.0,MN,133000.0,33.3,14.6,7.4,27.4,7.2
Ohio,40.388783,-82.764915,3,20.747167173913045,1908.73938,71.8299519673913,6608.355581,27.804028,30.5245,100.0,9.7745,32.23325,253.0,7,10,7,0,33,8,4,17,3,3,0,0,0,2015,11.31076923076923,0.0,0.0,0.0,0.0,22.76,0.0,0.0,0.0,0.0,OH,23000.0,30.7,8.0,0.6,23.4,1.7
Kansas,38.5266,-96.726486,3,25.287760847826085,2326.473998,63.73800181521739,5863.896167,32.59939,38.890503,98.16799,12.4405,28.648115,199.0,6,12,3,2,34,8,4,13,8,2,0,0,0,2015,17.193076923076923,2.1584615384615384,0.0,0.0,0.0,31.67,4.48,0.0,0.0,0.0,KS,9000.0,22.5,16.2,0.2,14.1,14.8
Alabama,32.806671,-86.79113,3,26.05617991304348,2397.168552,73.8250424673913,6791.903907,18.014393,36.2495,100.0,13.8495,26.286417,294.0,4,16,7,0,25,6,1,20,5,8,0,0,0,2015,49.08846153846154,11.85153846153846,0.0,0.0,0.0,66.83,18.86,0.0,0.0,0.0,AL,8500.0,63.1,70.6,0.0,2.6,17.7
Nebraska,41.12537,-98.268082,3,23.135961510869567,2128.508459,68.66136590217391,6316.845663,35.413826,34.7065,99.391624,10.0565,35.113983,221.0,4,17,3,0,28,11,3,15,10,1,0,0,0,2015,12.789230769230768,0.0,0.0,0.0,0.0,28.95,0.0,0.0,0.0,0.0,NE,67000.0,33.2,10.3,10.9,13.2,4.6
Illinois,40.633125,-89.398529,3,22.43552084782609,2064.067918,68.35994548913044,6289.114985,27.609911,34.128998,100.0,8.579,29.896902,245.0,2,10,10,3,33,7,5,11,7,4,0,0,0,2015,1.977692307692308,0.003076923076923,0.0,0.0,0.0,17.19,0.02,0.0,0.0,0.0,IL,14000.0,7.7,3.0,0.6,0.4,3.4
Massachusetts,42.407211,-71.382439,3,22.11698760869565,2034.76286,69.41734032608696,6386.39531,23.499481,34.3885,100.0,6.7885,24.37793,215.0,6,8,7,1,39,9,4,11,2,5,0,0,0,2015,41.91923076923077,2.573076923076924,0.0,0.0,0.0,86.98,30.68,0.0,0.0,0.0,MA,7500.0,16.3,2.9,0.4,2.1,2.5
Wisconsin,44.268543,-89.616508,3,20.26970682065217,1864.8130275,70.05793307608697,6445.329843,31.82082,31.989,99.69259,5.989,35.586037,224.0,3,14,10,1,34,9,2,14,3,2,0,0,0,2015,9.544615384615383,2.457692307692308,0.0,0.0,0.0,26.07,6.28,0.0,0.0,0.0,WI,60000.0,47.3,20.1,8.3,20.9,13.5
Maine,45.367584,-68.972168,3,19.2276325,1768.94219,75.59500520652173,6954.740479,29.947153,30.782999,100.0,7.383,33.985367,302.0,4,6,12,2,38,4,4,13,6,3,0,0,0,2015,22.46538461538461,7.087692307692308,0.0,0.0,0.0,26.27,9.78,0.0,0.0,0.0,ME,6000.0,9.9,3.4,13.2,0.0,7.8
Arkansas,34.969704,-92.373123,3,27.101082336956523,2493.299575,64.32854165217391,5918.225832,20.945072,38.6365,100.0,12.2865,27.99017,150.0,7,6,5,0,34,12,4,15,5,4,0,0,0,2015,30.03692307692308,13.205384615384617,3.806153846153847,0.856153846153846,0.0,60.7,42.41,16.89,4.64,0.0,AR,23000.0,69.2,32.4,0.9,5.0,1.8
Hawaii,20.902977,-156.207483,3,27.28970013043478,2510.652412,76.51953660869565,7039.797368,40.10406,31.844501,96.7685,23.2945,50.5186,836.0,15,4,4,0,5,2,0,53,5,4,0,0,0,2015,47.44230769230769,19.3,1.7623076923076924,0.0,0.0,68.01,25.87,2.81,0.0,0.0,HI,14500.0,78.1,80.5,0.1,0.1,2.5
Oregon,44.572021,-122.070938,3,16.44245931847826,1512.7062573,55.36012140217392,5093.131169,24.75638,34.3,100.0,1.15,7.8139563,140.0,7,0,5,0,32,6,17,14,10,1,0,0,0,2015,100.0,100.0,96.24076923076922,54.02692307692308,0.0,100.0,100.0,100.0,67.29,0.0,OR,68000.0,56.0,20.8,5.2,3.1,4.8
Utah,39.32098,-111.093735,3,16.726302570652173,1538.8198365,39.84626692391304,3665.856557,23.4,30.372002,99.6697,3.322,6.0597987,195.0,8,5,7,0,33,10,10,10,7,2,0,0,0,2015,88.22230769230768,63.83384615384615,26.82,0.0,0.0,89.93,65.03,26.82,0.0,0.0,UT,31000.0,40.1,25.0,41.6,33.6,3.6
California,36.116203,-119.681564,3,29.79384173913044,2741.03344,29.12963555434783,2679.926471,23.224882,43.1565,71.42418,16.1065,6.7968616,11.0,0,0,0,0,28,7,31,6,20,0,0,0,0,2015,99.86,97.5546153846154,93.2176923076923,71.08,46.05615384615385,99.86,98.71,94.59,71.08,46.73,CA,730000.0,39.9,20.4,12.5,19.6,15.0
North Carolina,35.630066,-79.806419,3,24.797543402173915,2281.373993,69.53474023913043,6397.196102,23.424908,35.4655,100.0,12.2155,25.941505,298.0,8,9,13,1,34,5,2,17,1,2,0,0,0,2015,63.99538461538462,25.576153846153847,3.353846153846154,0.0,0.0,84.64,41.06,10.32,0.0,0.0,NC,24000.0,33.9,27.9,0.7,7.5,8.5
Texas,31.054487,-97.563461,3,29.261277760869564,2692.037554,54.61042590217391,5024.159183,29.024128,39.944,97.29563,19.644,17.176346,69.0,3,0,2,0,31,18,4,16,17,1,0,0,0,2015,33.91,16.93307692307692,6.4969230769230775,1.4407692307692308,0.0,65.49,38.32,17.55,6.27,0.0,TX,76000.0,30.7,26.0,1.3,19.4,5.2
Oklahoma,35.565342,-96.928917,3,27.174081054347827,2500.015457,60.74070865217392,5588.145196,26.33911,38.709,99.377686,14.859,28.839352,158.0,6,8,5,1,34,10,8,6,14,0,0,0,0,2015,19.87,6.464615384615384,1.7153846153846155,0.1276923076923077,0.0,52.41,16.79,6.37,0.97,0.0,OK,19500.0,1.6,2.3,0.1,0.1,0.6
Louisiana,31.169546,-91.867805,3,28.472295000000003,2619.45114,64.2345129673913,5909.575193,18.416384,38.435,100.0,15.785001,22.700535,162.0,9,11,2,0,24,19,3,15,6,3,0,0,0,2015,69.56769230769231,45.46692307692308,17.16923076923077,3.872307692307692,0.0,99.98,92.19,45.44,15.22,0.0,LA,50000.0,25.9,2.3,0.0,1.6,3.0
New Jersey,40.298904,-74.521011,3,23.360714956521736,2149.185776,68.08524141304348,6263.84221,20.696085,34.176003,99.69327,12.226,28.302525,210.0,6,9,5,0,40,6,2,16,3,5,0,0,0,2015,42.441538461538464,8.616923076923076,0.0,0.0,0.0,90.45,42.93,0.0,0.0,0.0,NJ,18500.0,7.2,1.0,0.1,0.0,1.1
New York,42.165726,-74.948051,3,18.175058347826088,1672.105368,73.14671132608696,6729.497442,24.703976,29.791,100.0,7.5410004,30.750046,225.0,6,10,4,1,38,9,2,18,2,2,0,0,0,2015,31.70230769230769,3.470769230769231,0.0,0.0,0.0,62.67,7.46,0.0,0.0,0.0,NY,44000.0,40.0,14.3,5.7,17.1,8.8
Wyoming,42.755966,-107.30249,3,17.030439,1566.800388,35.752144380434785,3289.197283,48.530617,29.8885,98.98089,2.5385,6.10587,98.0,14,0,1,0,32,14,9,14,7,1,0,0,0,2015,21.50692307692308,0.6153846153846154,0.0,0.0,0.0,39.19,0.84,0.0,0.0,0.0,WY,29000.0,28.5,11.0,6.4,3.4,2.0
Idaho,44.068202,-114.742043,3,12.536865929347826,1153.3916655,50.34159456521739,4631.4267,21.028437,27.1,100.0,-3.15,12.780257,270.0,8,6,5,0,24,8,10,13,9,5,1,0,3,2015,100.0,87.65461538461538,49.51923076923077,22.836153846153845,0.0,100.0,92.01,52.35,29.26,0.0,ID,80000.0,46.8,5.2,1.7,10.0,6.4
Mississippi,32.741646,-89.678696,3,27.64153770652174,2543.021469,62.14687351086956,5717.512363,18.11841,38.8955,100.0,14.3455,21.085352,152.0,3,8,4,0,31,13,4,18,6,5,0,0,0,2015,47.43615384615384,20.72923076923077,8.620000000000001,1.2484615384615383,0.0,81.8,56.72,31.08,6.56,0.0,MS,23000.0,45.5,2.2,0.0,1.1,3.8
Maryland,39.045753,-76.641273,3,23.84163291304348,2193.430228,70.604563,6495.619796,23.400002,32.315502,100.0,14.1154995,32.312862,256.0,14,10,12,0,33,6,2,11,2,2,0,0,0,2015,18.66076923076923,0.0,0.0,0.0,0.0,59.31,0.0,0.0,0.0,0.0,MD,7000.0,26.9,19.1,2.9,22.8,7.1
Mississippi,32.741646,-89.678696,4,16.761578383695653,1542.0652113,72.25803922826087,6647.739609,33.481937,33.495502,100.0,-0.50450003,15.963308,333.0,5,10,5,4,39,6,10,8,2,3,0,0,0,2015,33.940769230769234,21.58692307692308,12.61,6.666153846153846,0.0,99.46,75.41,58.14,36.14,0.0,MS,31000.0,10.6,2.5,0.3,0.0,1.3
North Dakota,47.528912,-99.784012,4,1.4535335359782608,133.72508531,71.80010816304348,6605.609951,54.206005,26.819,99.28343,-23.431,24.22234,162.0,2,0,3,0,51,6,3,8,4,0,7,0,8,2015,37.68769230769231,7.622307692307692,0.0,0.0,0.0,42.89,13.87,0.0,0.0,0.0,ND,230000.0,10.8,2.3,1.8,1.5,3.7
New Jersey,40.298904,-74.521011,4,10.900570176086957,1002.8524562,73.32751413043478,6746.1313,27.038372,24.976,100.0,-2.824,29.874947,249.0,5,6,12,0,45,4,5,11,1,3,0,0,0,2015,37.87538461538462,16.827692307692306,0.0,0.0,0.0,43.16,17.64,0.0,0.0,0.0,NJ,8000.0,7.7,2.2,0.0,0.4,1.2
Arizona,33.729759,-111.431221,4,11.072758349782609,1018.69376818,56.46921219565217,5195.167522,25.171696,33.1,98.94993,-4.9500003,10.6016655,269.0,6,3,4,0,24,12,19,3,10,6,1,0,4,2015,85.52999999999999,42.64692307692307,1.867692307692308,0.0,0.0,89.52,62.6,3.28,0.0,0.0,AZ,36000.0,50.1,1.7,1.1,3.5,15.5
Utah,39.32098,-111.093735,4,-2.001278893054348,-184.117658161,65.72308630434783,6046.52394,25.0064,21.772001,99.31595,-23.127998,12.266163,324.0,2,0,6,0,36,2,9,4,3,2,12,3,13,2015,80.99538461538462,55.22692307692308,24.84,0.0,0.0,87.94,61.11,26.82,0.0,0.0,UT,28000.0,75.8,9.1,6.4,0.2,4.4
Arkansas,34.969704,-92.373123,4,13.981449926086958,1286.2933932,73.19033784782609,6733.511082,33.64989,34.2365,99.687996,-1.7635,17.695889,353.0,3,12,5,4,33,4,14,8,5,4,0,0,0,2015,38.62769230769231,18.80538461538461,12.051538461538463,4.257692307692308,0.4438461538461538,95.7,60.38,45.6,38.22,3.59,AR,23000.0,38.1,9.7,0.1,8.2,8.5
Idaho,44.068202,-114.742043,4,-4.618953849239131,-424.94375413,73.5293305326087,6764.698409,26.903828,18.6,100.0,-26.15,18.332155,535.0,1,1,2,0,23,6,2,2,5,1,13,12,24,2015,90.9276923076923,72.56307692307692,40.1023076923077,13.81,0.0,91.49,82.14,49.19,28.49,0.0,ID,121000.0,38.9,0.6,4.3,4.0,4.5
Connecticut,41.597782,-72.755371,4,9.203011070978262,846.67701853,74.27016634782608,6832.855304,30.45566,23.006,100.0,-2.7440002,27.729006,238.0,6,6,9,0,44,8,4,11,1,2,0,0,1,2015,100.0,90.18769230769232,0.0,0.0,0.0,100.0,92.26,0.0,0.0,0.0,CT,3200.0,10.5,1.7,0.5,1.1,3.4
Kansas,38.5266,-96.726486,4,10.03823560652174,923.5176758,66.28174151086957,6097.920219,43.238983,29.5905,99.68343,-9.659499,16.857172,240.0,3,6,4,0,37,9,11,12,3,1,4,1,1,2015,46.48076923076923,8.072307692307692,0.0,0.0,0.0,74.69,20.49,0.0,0.0,0.0,KS,8500.0,44.5,24.8,0.2,25.1,33.9
Alabama,32.806671,-86.79113,4,16.406247804347828,1509.374798,75.72130443478261,6966.360008,30.955812,29.0495,100.0,0.3995,21.674316,341.0,3,13,8,3,38,4,7,10,4,2,0,0,0,2015,24.37846153846154,4.755384615384615,0.1246153846153846,0.0,0.0,71.01,24.4,1.62,0.0,0.0,AL,8000.0,3.1,6.4,0.2,0.2,2.8
South Carolina,33.856892,-80.945007,4,15.735857483695654,1447.6988885,81.6108741847826,7508.200425,33.371437,26.627998,100.0,-0.322,35.296036,382.0,4,6,12,3,35,6,8,11,5,2,0,0,0,2015,1.1261538461538465,0.2646153846153846,0.0,0.0,0.0,4.07,1.72,0.0,0.0,0.0,SC,10000.0,14.2,2.9,0.4,1.7,5.8
Indiana,39.849426,-86.258278,4,9.529134922913045,876.680412908,71.0231167826087,6534.126744,39.5181,25.535,99.67875,-9.514999,25.669407,300.0,6,9,11,1,44,5,5,6,0,1,3,1,0,2015,54.93153846153847,17.66769230769231,0.0,0.0,0.0,88.31,38.33,0.0,0.0,0.0,IN,11500.0,15.1,0.5,6.3,0.1,3.7
